sep=;
Change-Id=Iaef2dd3ff14b411c1a489330565a3f68ff64ca53; subject=IB/ipoib: RSS/TSS implementation; feature=ipoib_rss_tss; upstream_status=NA; general=;
Change-Id=Id9562a6de46d915f7413fe87219f6abd6d8a1854; subject=IB/mlx4: Add support for RSS QP from non-experimental flow; feature=ipoib_rss_tss; upstream_status=NA; general=;
Change-Id=Idd1c1ee509acf75fe3e7f49c4d794b2a234b12b0; subject=IB/ipoib: Print error number for parent qp create and destroy; feature=ipoib_rss_tss; upstream_status=NA; general=;
Change-Id=I6c9240e1c7a994ab01d132a3d99c0470cb381dcb; subject=IB/ipoib: Fix incorrect call to ipoib_send_comp_handler; feature=ipoib_rss_tss; upstream_status=NA; general=;
Change-Id=Iab37e6e23b59535291b09ca6346cdecb178083d3; subject=IB/ipoib: Check device was initialized before uninit neighbour ht; feature=ipoib_rss_tss; upstream_status=NA; general=;
Change-Id=I2900d7ce18c3f7c39f57be79096729d8436cbc6c; subject=IB/ipoib: Limit maximum number of RX/TX queues in RSS to 16; feature=ipoib_rss_tss; upstream_status=NA; general=;
Change-Id=I36152f6618c0eb94960076d13b143ef55c4ff790; subject=IB/ipoib: Fix ipoib_neigh hashing to use the correct daddr octets; feature=ipoib_rss_tss; upstream_status=NA; general=;
Change-Id=I25cb900df7ee102d031f512dd5c23613eba8f888; subject=IB/ipoib: Fix memory leak if ipoib_dev_init_rss fails; feature=ipoib_rss_tss; upstream_status=NA; general=;
Change-Id=I2a6a02184f19c222f741297eb00f1ac4c25e5283; subject=IB/ipoib: Limit SG feature for system with large pages on CM; feature=ipoib_bugs; upstream_status=in_progress; general=;
Change-Id=I03166d701f24df6ec1e922441b857aa0af22e1e6; subject=IB/ipoib: Disable NETIF_F_SG in CM mode; feature=ipoib_bugs; upstream_status=in_progress; general=;
Change-Id=I537e6f3009a05d92e09641d6b589b501f12c78a2; subject=IB/ipoib: Change the default minimum number of completion to return; feature=ipoib_bugs; upstream_status=in_progress; general=;
Change-Id=Ie40ba9fa3070b55ed4292311124270a04a35be62; subject=IB/ipoib: Fix incorrect method to get ipoib_priv; feature=ipoib_bugs; upstream_status=NA; general=;
Change-Id=I62bde4835e641b3c33103baa1db9fa17ba8975a2; subject=IB/ipoib: Change the function to get ipoib_dev_priv; feature=ipoib_rss_tss; upstream_status=NA; general=;
Change-Id=I4eb2e3d70b83841bf333213c293552862c3090d1; subject=IB/ipoib: RSS/TSS code adaptation to ipoib offloads; feature=ipoib_rss_tss; upstream_status=NA; general=;
Change-Id=If6a926477954132d883f6a3c0aabe3e9cb9369a7; subject=IB/ipoib: Add napi_del to ipoib_napi_disable; feature=ipoib_rss_tss; upstream_status=NA; general=;
Change-Id=Ic3c72b5dde78f105984b43e588b18c3a6645a1c0; subject=IB/ipoib: Fix incorrect SGE number of RSS parent QP; feature=ipoib_rss_tss; upstream_status=NA; general=;
Change-Id=Ibc51e9150487066caf588d9b92f26dfa8f426267; subject=net/mlx5_core: Get protected crspace domain size dynamically; feature=mlx5_crdump; upstream_status=NA; general=;
Change-Id=I8b5078a58e3a3cd38571509cf756a71c83950a03; subject=IB/ipoib: Workaround for ib_notify_cq silently fail race; feature=ipoib_bugs; upstream_status=NA; general=;
Change-Id=I6be8a5fbe42b9c0f7f1575e794c39de74b2bd243; subject=net/mlx5: Handle SW reset of FW in error flow; feature=mlx5_sw_reset; upstream_status=in_progress; general=;
Change-Id=Id5c72f130b8f06f02f85c93497e290e81ab921e2; subject=net/mlx5: Issue SW reset on FW assert; feature=mlx5_sw_reset; upstream_status=in_progress; general=;
Change-Id=I1b0e00a1329c6f0e1cc5927c89b36e2924e886c2; subject=net/mlx5: Add PCI offline sensor for health poll; feature=mlx5_sw_reset; upstream_status=in_progress; general=;
Change-Id=Ibe565babd530a3ff5cf0ddbcd8cac5fdd56bc8a3; subject=net/mlx5: Adjust crdump collection after sensor check support; feature=mlx5_sw_reset; upstream_status=in_progress; general=;
Change-Id=Id9f29cf6805c7c69d44b04b732af0a2005195794; subject=net/mlx5: Collect crdump only in case of syndrome with RFR bit; feature=mlx5_sw_reset; upstream_status=in_progress; general=;
Change-Id=I2a66d738dd26756214f25590d7d8f1d846bc7784; subject=IB/ipoib: Increase tx timeout value; feature=ipoib_bugs; upstream_status=in_progress; general=;
Change-Id=I34f3e8f043df2ef4aa80709419f923c540440d0a; subject=Revert "net/mlx5: Best effort icm pages allocation"; feature=mlx5_core_bugs; upstream_status=in_progress; general=;
Change-Id=I92b83af2b46f5be519ba34860149be14a216b7fe; subject=net/mlx5: Add mutual exclusion mechanism for health sw reset; feature=mlx5_sw_reset; upstream_status=in_progress; general=;
Change-Id=I411751e6c6b925a0a6e486106d14609d9ad542e1; subject=net/mlx5: Reset FW before tearing down driver; feature=mlx5_sw_reset; upstream_status=in_progress; general=;
Change-Id=I2e22293e9046b680d60e14def0f149aef88f0ec7; subject=mlx5/ipoib: Indicate TSS support for enhanced devices; feature=ipoib_rss_tss; upstream_status=NA; general=;
Change-Id=I18f4c42099f95b24f03fc168bd1a09d69bfa007e; subject=mlx5_ifc: Update sync steering opcode; feature=sw_steering; upstream_status=in_progress; general=;
Change-Id=Ic8fc7ae2215150c837eddde60acaa7b6bf9d5583; subject=mlx5_ifc: Update misc3 struct; feature=sw_steering; upstream_status=in_progress; general=;
Change-Id=Ie7bbe8f07ec99d0f8e798973b2ccbd7e38c1790b; subject=RDMA/mlx5: Fix access to uninitialized esw struct; feature=sw_steering; upstream_status=in_progress; general=;
