sep=;
Change-Id=I956c9918529924511d82f31abec4398c66f5083d; subject=net/mlx5e: TX, Fix calculation of l2 header len for multiple VLANs; feature=mlx5_en_bugs; upstream_status=in_progress; general=;
Change-Id=I5cc7f93fda553c34c3603a559e3b6867b2983c68; subject=net/mlx5e: Fix per-channel ethtool counters after changing num of channels; feature=mlx5e_counter_groups; upstream_status=NA; general=;
Change-Id=If1b2810b5755edd5db6d9b493818093161fbb09d; subject=net/mlx5e: RX, Implement page biased-refcount optimization; feature=mlx5e_perf_improvements; upstream_status=in_progress; general=;
Change-Id=Ie9f8d843b3e1773ccb841374b2cf1e22992d8eb9; subject=net/mlx5e: Make RX-FCS and LRO / HW GRO mutually exclusive; feature=mlx5e_rxfcs_exclusive; upstream_status=NA; general=;
Change-Id=I2ffd23af8d6a3052c7e3b67e23aedf71c71ae74d; subject=net/mlx5: Fix enabling spoofchk on VF in VST mode steering; feature=mlx5_qinq_vst; upstream_status=NA; general=;
Change-Id=If6845863478a67f960648a1cfcfb6aad60725ea3; subject=memtrack: Fix definition of alloc_workqueue; feature=memtrack_bugs; upstream_status=ignore; general=;
Change-Id=I0c16a0957999ea86325e11c0cf7f42a8a9fb2dbc; subject=memtrack: Fix memtrack warnings that break compilation with gcc 7+.; feature=memtrack_bugs; upstream_status=ignore; general=;
Change-Id=Ib2a23e8a44d9e703ff3eafec1c33302446c67879; subject=metadata: Add MD for last mlx5_single_fdb_lag commits; feature=ofed_scripts; upstream_status=ignore; general=;
Change-Id=I9d8fd71e8b000af97e8fba9ed0e5200b20bfd1b9; subject=BACKPORTS: Update backports after Mark Bloch eswitch/lag patches; feature=backports; upstream_status=ignore; general=;
Change-Id=I0ce76da694c13427620525925d24434976c8776a; subject=memtrack: Fix definition of alloc_workqueue for kernels like 4.x; feature=memtrack_bugs; upstream_status=ignore; general=;
Change-Id=Id2f9bccbb48a6a6f6a5b2e6337b6bc6e4515aaa1; subject=net/mlx5e: Allow configuring SW LRO with legacy RQ; feature=backports; upstream_status=ignore; general=;
Change-Id=I8638dc86e87a49b0d73aa9f290fd7f54422025a1; subject=net/mlx5e: Add 'hw_lro' flag to ethtool private flags; feature=backports; upstream_status=ignore; general=;
Change-Id=Ifa3027d19c307979b215a8786d2e8a84d1d4d577; subject=net/mlx5e: Hide tx_xdp_hw_checksum flag when XDP not supported; feature=backports; upstream_status=ignore; general=;
Change-Id=I947e420944c078ab24b86e23f5084d4c5cba11fd; subject=net/mlx5e: Complete implementation of set_pflag_per_channel_stats; feature=mlx5e_counter_groups; upstream_status=NA; general=;
Change-Id=I8390366db140f8d1856f2db06b69c763421a1e55; subject=BACKPORTS: net/mlx5: Fix definition of IS_HW_LRO, IS_SW_LRO and such; feature=backports; upstream_status=ignore; general=;
Change-Id=Ice7c961e58af69c2a7c66706b6fc2c710f429675; subject=BACKPORTS: net/mlx5: Fix BP after adding ipip feature; feature=backports; upstream_status=ignore; general=;
Change-Id=I9f503e013dc90cd13653fb7685ca9777f26d7239; subject=BACKPORTS: Fix backports after applying rdma-show-new-qps patches; feature=backports; upstream_status=ignore; general=;
Change-Id=Iaf21c995309b80ee5d6a693f8b6bc51f88b12d0e; subject=BACKPORTS: Remove HAVE_NETIF_F_GSO_IPXIP4_6, unused any more; feature=backports; upstream_status=ignore; general=;
Change-Id=I26566c50aaa559e884a4357cf01b31b75d52cec7; subject=compat: Define HAVE_IOVA_RCACHE to distinuguish between buggy/fixed kernel; feature=backports; upstream_status=ignore; general=;
Change-Id=Ib2235be1fe2654d2a4f84b27827f0b35818fb4d3; subject=Revert "net/mlx5e: Keep pages in RX cache DMA-unmapped"; feature=mlx5_en_bugs; upstream_status=NA; general=;
Change-Id=If35241aef714949ebe3246b1733be0747c497c6a; subject=BACKPORTS: Fix backports after keeping pages in RX cache DMA-mapped; feature=backports; upstream_status=ignore; general=;
Change-Id=I8e0e9f043d309a5277e4b809122618ff58e6e122; subject=BACKPORTS: Conditionally keep pages in RX cache DMA-unmapped; feature=backports; upstream_status=ignore; general=;
Change-Id=Ic3785e660938b56fbddb42bdb02fd8f4a876dd7c; subject=BACKPORTS: Fix serious bug of non-updated ifconfig stats; feature=backports; upstream_status=ignore; general=;
